Alert ID,Entry Date,Ticker,Entry Price,Shares,Cost Basis,Days Held,Status,Position Type,Strategy,Timeframe,Alert Name
1645246956,2025-09-23,GOOGL,251.77,1,251.77,20,Open,Long,2H GOOGL 1Skew,2h,2H GOOGL 1Skew
1660219783,2025-09-17,TSM,263.73,1,263.73,25,Open,Long,2H TSM 1Skew,2h,2H TSM 1Skew
1661349997,2025-02-18,BX,164.96,1,164.96,237,Open,Long,JS Skew,4h,
1661385027,2025-03-03,ALAB,75.17,1,75.17,224,Open,Long,JS 1Equal,1h,
1664664722,2025-09-24,ADBE,351.9,1,351.9,18,Open,Long,2H ADBE 1Equal,2h,2H ADBE 1Equal
1664696109,2024-12-30,TQQQ,82.5,1,82.5,286,Open,Long,Edge Cap NQ Skew,4h,
1665263393,2025-10-01,BN,68.33,1,68.33,11,Open,Long,2H BN 1Skew,2h,2H BN 1Skew
1665738565,2025-09-15,PG,157.88,1,157.88,28,Open,Long,1D PG Skew,1D,1D PG Skew
1666521571,2025-02-10,BTCUSD,97469.6,1,97469.6,244,Open,Long,JS Skew,5m,
1666524196,2025-02-10,ETHUSD,2632.03,1,2632.03,245,Open,Long,Edge Cap NQ Skew,5m,
1666731563,2025-09-19,LOW,266.65,1,266.65,24,Open,Long,2H LOW NQSkew,2h,2H LOW NQSkew
1666736055,2025-01-24,HD,414.47,1,414.47,262,Open,Long,JS 1Skew,2h,
1666795207,2025-08-06,RSP,183.48,1,183.48,68,Open,Long,1D RSP nEqual,1D,1D RSP nEqual
1666958283,2025-08-29,KRE,65.74,1,65.74,45,Open,Long,1H KRE NQSkew,1h,1H KRE NQSkew
1668970398,2025-10-02,RBLX,134.35,1,134.35,11,Open,Long,1H RBLX 1Equal,1h,1H RBLX 1Equal
1669148528,2025-03-04,OWL,20.16,1,20.16,222,Open,Long,Edge Cap NQ Skew,2h,
1669362663,2025-10-02,MARA,18.96,1,18.96,11,Open,Long,1H MARA SkewWSLTP,1h,1H MARA SkewWSLTP
1669371050,2025-03-03,HALO,59.03,1,59.03,224,Open,Long,JS Skew,2h,
1675978554,2025-10-03,MS,157.0,1,157.0,10,Open,Long,2H MS NQSkew,2h,2H MS NQSkew
1675987547,2025-01-29,BKNG,4732.74,1,4732.74,256,Open,Long,Edge Cap NQ Skew,2h,
1676848907,2025-09-17,SPGI,543.72,1,543.72,26,Open,Long,1H SPGI NQSkew,1h,1H SPGI NQSkew
1688875181,2025-09-02,TOST,43.66,1,43.66,41,Open,Long,2H TOST 1Equal,2h,2H TOST 1Equal
1713858497,2024-12-02,QQQ,0.85,1,0.85,315,Open,Long,JS Skew with ATR,4h,
1729153894,2025-01-08,QUBT,10.11,1,10.11,277,Open,Long,JS Skew with ATR,4h,
1732141201,2025-08-07,DRS,40.96,1,40.96,67,Open,Long,1H DRS 1Skew,1h,1H DRS 1Skew
1732156753,2025-02-10,TJX,124.79,1,124.79,244,Open,Long,Edge Cap NQ Skew,2h,
1761910535,2025-03-05,WDAY,256.47,1,256.47,221,Open,Long,Edge Cap NQ Skew,1h,
1761936086,2025-08-18,GDDY,143.72,1,143.72,56,Open,Long,1H GDDY 1Skew,1h,1H GDDY 1Skew
1761949639,2025-09-15,WIX,175.36,1,175.36,28,Open,Long,2H WIX Skew,2h,2H WIX Skew
1768469733,2025-08-26,DE,487.16,1,487.16,47,Open,Long,2H DE 1Skew,2h,2H DE 1Skew
1786949930,2025-03-12,COHR,67.66,1,67.66,214,Open,Long,JS 1Skew,30m,
1787017342,2025-09-29,FLUT,284.44,1,284.44,14,Open,Long,4H FLUT Skew with ATR,4h,4H FLUT Skew with ATR
1787028137,2025-02-21,FNGU,629.75,1,629.75,234,Open,Long,JS 1Skew,1h,
1966275047,2025-03-06,QQQ,489.44,1,489.44,220,Open,Long,JS Skew,4h,
1999119353,2025-09-30,MPWR,895.45,1,895.45,13,Open,Long,2H MPWR NQSkew,2h,2H MPWR NQSkew
2034331519,2025-09-30,ALNY,456.41,1,456.41,13,Open,Long,2H ALNY nSkew v3 20%SL 10%TP,2h,2H ALNY nSkew v3 20%SL 10%TP
2034484583,2025-10-01,SPOT,714.41,1,714.41,12,Open,Long,Top Overall 25 Top Total Return 14 - 2H SPOT nSkew v3 5%SL 10%TP,2h,Top Overall 25 Top Total Return 14 - 2H SPOT nSkew v3 5%SL 10%TP
2034570900,2025-10-02,HIMS,58.05,1,58.05,10,Open,Long,Top Overall 20 Top Total Return 20 - 15M HIMS nSkew v3 10%SL 5%TP,15m,Top Overall 20 Top Total Return 20 - 15M HIMS nSkew v3 10%SL 5%TP
2034593161,2025-10-02,PODD,312.15,1,312.15,10,Open,Long,4H PODD nSkew SL TP v3,4h,4H PODD nSkew SL TP v3
2039441547,2025-09-09,FAS,175.0,1,175.0,34,Open,Long,2H FAS NQSkew v3 10%SL 15%PT,2h,2H FAS NQSkew v3 10%SL 15%PT
2044675718,2025-10-03,BX,168.41,1,168.41,9,Open,Long,4H BX nSkew v3 5%SL 50%TP,4h,4H BX nSkew v3 5%SL 50%TP
2044727309,2025-09-23,ANF,87.16,1,87.16,19,Open,Long,4H ANF nSkew v3 10%SL 20%TP,4h,4H ANF nSkew v3 10%SL 20%TP
2044750935,2025-08-21,WM,229.55,1,229.55,52,Open,Long,4H WM nSkew v3 10%SL 20%TP,4h,4H WM nSkew v3 10%SL 20%TP
2044755421,2025-10-03,META,714.84,1,714.84,10,Open,Long,4H Meta nSkew v3 20%SL 30%TP,4h,4H Meta nSkew v3 20%SL 30%TP
2047800363,2025-10-01,DOCS,70.87,1,70.87,12,Open,Long,Top Overall 52 Top Total Return 61 4H DOCS 4Skew v3 3%SL 20%TP,4h,Top Overall 52 Top Total Return 61 4H DOCS 4Skew v3 3%SL 20%TP
2049143665,2025-10-03,NVDL,94.6,1,94.6,9,Open,Long,Top Overall 26 Top Total Return 29 - 30M NVDL nEqual v3 3%SL 5%TP,30m,Top Overall 26 Top Total Return 29 - 30M NVDL nEqual v3 3%SL 5%TP
2049200593,2025-09-29,AMZN,221.76,1,221.76,13,Open,Long,30M AMZN nSkew v3 10%SL 30%TP,30m,30M AMZN nSkew v3 10%SL 30%TP
2049200593,2025-04-03,AMZN.,14901.0,1,14901.0,193,Open,Long,30M AMZN nSkew v3 10%SL 30%TP,30m,30M AMZN nSkew v3 10%SL 30%TP
2049207023,2025-09-24,BRK.B,494.5,1,494.5,19,Open,Long,1H BRK.B nSkew v3 10%SL 15%TP,1h,1H BRK.B nSkew v3 10%SL 15%TP
2052729434,2025-10-03,SPY,670.35,1,670.35,10,Open,Long,2H SPY 4Skew v3 10%SL 10%TP,2h,2H SPY 4Skew v3 10%SL 10%TP
2054081956,2025-10-01,WULF,11.47,1,11.47,11,Open,Long,Top Overall 53 Top Total Return 5 - 1H WULF nSkew 10%SL 30%TP,1h,Top Overall 53 Top Total Return 5 - 1H WULF nSkew 10%SL 30%TP
2055141377,2025-10-05,BTCUSD,123345.0,1,123345.0,8,Open,Long,15M BTCUSD nSkew v3 3%SL 5%TP,15m,15M BTCUSD nSkew v3 3%SL 5%TP
2057636215,2025-09-26,RCL,325.99,1,325.99,16,Open,Long,1H RCL NQSkew v3 5%SL 10%TP,1h,1H RCL NQSkew v3 5%SL 10%TP
2072168635,2025-10-03,TEM,91.46,1,91.46,9,Open,Long,30M TEM 4Skew v3 3%SL 10%TP,30m,30M TEM 4Skew v3 3%SL 10%TP
2072773029,2025-09-30,VST,194.13,1,194.13,13,Open,Long,1H VST NQSkew v3 3%SL 10%TP,1h,1H VST NQSkew v3 3%SL 10%TP
2074997618,2025-09-29,AXON,713.5,1,713.5,14,Open,Long,Top Overall 27 Top Total Return 24 - 1H AXON 1Skew v3 5%SL 20%TP,1h,Top Overall 27 Top Total Return 24 - 1H AXON 1Skew v3 5%SL 20%TP
2075022365,2025-09-22,MA,585.64,1,585.64,21,Open,Long,2H MA 1Skew v3 5%SL 10%TP,2h,2H MA 1Skew v3 5%SL 10%TP
2078936541,2025-09-04,BKNG,5586.07,1,5586.07,38,Open,Long,2H BKNG NQSkew v3 10%SL 10%TP,2h,2H BKNG NQSkew v3 10%SL 10%TP
2083276989,2025-10-01,DAL,56.11,1,56.11,11,Open,Long,2H DAL NQSkew v3 10%SL 5%TP,2h,2H DAL NQSkew v3 10%SL 5%TP
2089138764,2025-09-29,PRCH,17.05,1,17.05,13,Open,Long,Top Overall 105 Top Total Return 25 - 2H PRCH nEqual v3 5%SL 20%TP,2h,Top Overall 105 Top Total Return 25 - 2H PRCH nEqual v3 5%SL 20%TP
2089170699,2025-10-03,ALAB,206.94,1,206.94,10,Open,Long,1H ALAB 1Equal v3 5%SL 10%TP,1h,1H ALAB 1Equal v3 5%SL 10%TP
2093148485,2025-10-03,FN,371.02,1,371.02,10,Open,Long,30M FN 1Skew v3 3%SL 10%TP,30m,30M FN 1Skew v3 3%SL 10%TP
2093181064,2025-09-25,VTS,24.02,1,24.02,18,Open,Long,30M 1Skew v3 5%SL 10%TP,30m,30M 1Skew v3 5%SL 10%TP
2094469017,2025-09-24,CSCO,67.18,1,67.18,19,Open,Long,1H CSCO 1Skew v3 5%SL 15%TP,1h,1H CSCO 1Skew v3 5%SL 15%TP
2094480455,2025-10-02,ABBV,236.63,1,236.63,10,Open,Long,1H ABBV 4Skew v3 3%SL 10%TP,1h,1H ABBV 4Skew v3 3%SL 10%TP
2098766151,2025-10-03,SVIX,21.3,1,21.3,10,Open,Long,15M SVIX nSkew v3 3%SL 3%TP,15m,15M SVIX nSkew v3 3%SL 3%TP
2189521020,2025-09-26,SJM,109.19,1,109.19,17,Open,Long,1H SJM NQSkew v3 5%SL 5%TP,1h,1H SJM NQSkew v3 5%SL 5%TP
2230913464,2025-10-01,ORLY,106.69,1,106.69,12,Open,Long,Top 26 Top Overall 146 30M ORLY 1Skew v3 5%SL 1%TP,30m,Top 26 Top Overall 146 30M ORLY 1Skew v3 5%SL 1%TP
2230914776,2025-09-30,MSFT,517.75,1,517.75,12,Open,Long,Top Overall 24 Top Total Return 57 - 30M MSFT 1Skew v3 5%SL 1%TP,30m,Top Overall 24 Top Total Return 57 - 30M MSFT 1Skew v3 5%SL 1%TP
2230942012,2025-10-02,DGX,181.25,1,181.25,10,Open,Long,30M DGX 1Skew v3 5%SL 1%TP,30m,30M DGX 1Skew v3 5%SL 1%TP
2230961262,2025-09-30,AFL,111.69,1,111.69,12,Open,Long,30M AFL 1Skew v3 5%SL 1%TP,30m,30M AFL 1Skew v3 5%SL 1%TP
2231047727,2025-10-02,TJX,142.97,1,142.97,10,Open,Long,30M TJX 1Skew v3 5%SL 1%TP,30m,30M TJX 1Skew v3 5%SL 1%TP
2231110658,2025-09-24,MCD,304.17,1,304.17,19,Open,Long,30M MCD 1Skew v3 5%SL 1%TP,30m,30M MCD 1Skew v3 5%SL 1%TP
2231133538,2025-10-03,CDW,161.27,1,161.27,10,Open,Long,30M CDW 1Skew v3 5%SL 1%TP,30m,30M CDW 1Skew v3 5%SL 1%TP
2236206443,2025-10-03,GOOGL,244.5,1,244.5,10,Open,Long,30M GOOGL 1Skew v3 5%SL 1%TP,30m,30M GOOGL 1Skew v3 5%SL 1%TP
2236214714,2025-10-02,YUM,151.66,1,151.66,11,Open,Long,30M YUM 1Skew v3 5%SL 1%TP,30m,30M YUM 1Skew v3 5%SL 1%TP
2238750097,2025-10-02,CDNS,350.03,1,350.03,10,Open,Long,30M CDNS 1Skew v3 5%SL 1%TP,30m,30M CDNS 1Skew v3 5%SL 1%TP
2238765758,2025-10-02,DPZ,431.55,1,431.55,10,Open,Long,30M DPZ 1Skew v3 5%SL 1%TP,30m,30M DPZ 1Skew v3 5%SL 1%TP
2238812778,2025-09-29,JPM,315.02,1,315.02,13,Open,Long,30M JPM 1Skew v3 5%SL 1%TP,30m,30M JPM 1Skew v3 5%SL 1%TP
2238816270,2025-10-02,HD,396.18,1,396.18,10,Open,Long,30M HD 1Skew v3 5%SL 1%TP,30m,30M HD 1Skew v3 5%SL 1%TP
2238818033,2025-10-02,ICE,162.26,1,162.26,10,Open,Long,30M ICE 1Skew v3 5%SL 1%TP,30m,30M ICE 1Skew v3 5%SL 1%TP
2238826581,2025-10-01,LH,284.92,1,284.92,12,Open,Long,30M LH 1Skew v3 5%SL 1%TP,30m,30M LH 1Skew v3 5%SL 1%TP
2252737121,2025-10-03,VRTX,410.15,1,410.15,10,Open,Long,30M VRTX 1Skew v3 5%SL 1%TP,30m,30M VRTX 1Skew v3 5%SL 1%TP
2252741495,2025-09-26,MNST,64.81,1,64.81,17,Open,Long,30M MNST 1Skew v3 5%SL 1%TP,30m,30M MNST 1Skew v3 5%SL 1%TP
2252742762,2025-10-03,RSG,224.57,1,224.57,10,Open,Long,30M RSG 1Skew v3 5%SL 1%TP,30m,30M RSG 1Skew v3 5%SL 1%TP
2252744046,2025-10-02,SBAC,191.74,1,191.74,11,Open,Long,30M SBAC 1Skew 5%SL 1%TP,30m,30M SBAC 1Skew 5%SL 1%TP
2252746772,2025-10-03,LW,62.81,1,62.81,9,Open,Long,30M LW 1Skew v3 5%SL 1%TP,30m,30M LW 1Skew v3 5%SL 1%TP
2252747463,2025-09-26,FDS,290.39,1,290.39,17,Open,Long,30M FDS 1Skew v3 5%SL 1%TP,30m,30M FDS 1Skew v3 5%SL 1%TP
2252749509,2025-09-30,GL,142.99,1,142.99,12,Open,Long,30M GL 1Skew v3 5%SL 1%TP,30m,30M GL 1Skew v3 5%SL 1%TP
2252752754,2025-07-08,TMO,430.02,1,430.02,97,Open,Long,30M TMO 1Skew v3 5%SL 1%TP,30m,30M TMO 1Skew v3 5%SL 1%TP
2252753999,2025-10-02,PKG,214.61,1,214.61,11,Open,Long,30M PKG 1Skew 5%SL 1%TP,30m,30M PKG 1Skew 5%SL 1%TP
2252754640,2025-10-01,COST,917.28,1,917.28,11,Open,Long,30M COST 1Skew v3 5%SL 1%TP,30m,30M COST 1Skew v3 5%SL 1%TP
2252757120,2025-10-03,DHR,219.34,1,219.34,10,Open,Long,30M DHR 1Skew v3 5%SL 1%TP,30m,30M DHR 1Skew v3 5%SL 1%TP
2252758713,2025-09-19,AVY,164.67,1,164.67,24,Open,Long,30M AVY 1Skew v3 5%SL 1%TP,30m,30M AVY 1Skew v3 5%SL 1%TP
2252760384,2025-10-01,VRSN,274.6,1,274.6,11,Open,Long,30M VRSN 1Skew v3 5%SL 1%TP,30m,30M VRSN 1Skew v3 5%SL 1%TP
2252789476,2025-10-02,VRSK,247.92,1,247.92,11,Open,Long,30M VRSK 1Skew v3 5%SL 1%TP,30m,30M VRSK 1Skew v3 5%SL 1%TP
2252985412,2025-10-01,SPGI,484.09,1,484.09,11,Open,Long,30M SPGI 1Skew 5%SL 1%TP,30m,30M SPGI 1Skew 5%SL 1%TP
2253005172,2025-09-22,PTC,205.18,1,205.18,20,Open,Long,Top Overall 41 Top Total Return 84 - 30M PTC 1Skew v3 5%SL 1%TP,30m,Top Overall 41 Top Total Return 84 - 30M PTC 1Skew v3 5%SL 1%TP
2253021288,2025-09-30,META,732.51,1,732.51,13,Open,Long,Top Overall 36 Top Total Return 70 - 30M META 1Skew v3 5%SL 1%TP,30m,Top Overall 36 Top Total Return 70 - 30M META 1Skew v3 5%SL 1%TP
2258409115,2025-10-01,INTU,684.1,1,684.1,12,Open,Long,30M INTU 1Skew v3 5%SL 1%TP,30m,30M INTU 1Skew v3 5%SL 1%TP
2258496129,2025-10-03,XLK,285.16,1,285.16,9,Open,Long,Top Overall 46 Top Total Return 83 - 30M XLK 1Skew v3 5%SL 1%TP,30m,Top Overall 46 Top Total Return 83 - 30M XLK 1Skew v3 5%SL 1%TP
2258515368,2025-10-03,TT,424.86,1,424.86,10,Open,Long,30M TT 1Skew v3 5%SL 1%TP,30m,30M TT 1Skew v3 5%SL 1%TP
2258527115,2025-09-29,AMP,498.65,1,498.65,13,Open,Long,30M AMP 1Skew v3 5%SL 1%TP,30m,30M AMP 1Skew v3 5%SL 1%TP
2258529947,2025-09-29,BAC,52.25,1,52.25,13,Open,Long,30M BAC 1Skew v3 5%SL 1%TP,30m,30M BAC 1Skew v3 5%SL 1%TP
2258541673,2025-09-30,MS,161.21,1,161.21,13,Open,Long,30M MS 1Skew v3 5%SL 1%TP,30m,30M MS 1Skew v3 5%SL 1%TP
2263349546,2025-10-02,NWSA,28.77,1,28.77,10,Open,Long,30M NWSA 1Skew v3 5%SL 1%TP,30m,30M NWSA 1Skew v3 5%SL 1%TP
2265315236,2025-10-03,NXPI,228.38,1,228.38,9,Open,Long,30M NXPI 1Skew v3 5%SL 1%TP,30m,30M NXPI 1Skew v3 5%SL 1%TP
2265359573,2025-10-01,ON,49.36,1,49.36,12,Open,Long,Top Overall 4 Top Total Return 18 - 30M ON 1Skew v3 5%SL 1%TP,30m,Top Overall 4 Top Total Return 18 - 30M ON 1Skew v3 5%SL 1%TP
2265401711,2025-10-03,KMX,46.27,1,46.27,9,Open,Long,30M KMX 1Skew v3 5%SL 1%TP,30m,30M KMX 1Skew v3 5%SL 1%TP
