Alert ID,Ticker,Name,Description,Time
1561543426,"BATS:DJT, 2h",2HR DJT Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 18.91 for 40890 filled on DJT at 2024-10-07T15:30:00Z. New strategy position is 40890",2024-10-07T15:30:02Z
1575215329,"NASDAQ:SMMT, 1h",1HR SMMT Equal 1D,"JS Equal 1D Strategy (, 20, 50, -50): order sell @ 19.25 for 916 filled on SMMT at 2024-10-07T13:30:00Z. New strategy position is 0",2024-10-07T13:30:01Z
1561543426,"BATS:DJT, 2h",2HR DJT Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 13.91 for 54034 filled on DJT at 2024-09-27T13:30:00Z. New strategy position is 0",2024-09-27T13:30:00Z
1572360030,"CME_MINI:NQ1!, 1D",1D NQ Skew,NQ Signal Strategy: order sell @ 20242 for 53 filled on NQ1!. New strategy position is 0,2024-09-25T22:00:00Z
1579119191,"BATS:UPST, 2h",2HR UPST 4 Skew,"JS 4 Skew (, 5, 70, -30): order sell @ 167914 filled on UPST. New strategy position is 0",2024-09-25T17:30:12Z
1573343540,"NASDAQ:VKTX, 2h",2HR VKTX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 7647 filled on VKTX. New strategy position is 7647",2024-09-25T15:30:14Z
1580509377,"BATS:ARM, 1h",1H ARM 1 Equal,"JS 1 Equal (, 20, 50, -50): order sell @ 147.04 for 17474 filled on ARM. New strategy position is 0",2024-09-25T15:30:00Z
1580488408,"BATS:BITX, 30m",30M BITX 4 Skew,"JS 4 Skew (, 5, 70, -30): order buy @ 29.75 for 83585 filled on BITX. New strategy position is 83585",2024-09-25T15:00:01Z
1561173569,"BATS:AAPL, 1h",1HR AAPL Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 5378 filled on AAPL. New strategy position is 5378",2024-09-25T14:30:02Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 51.870000000000005 for 368881 filled on JNUG. New strategy position is 368881",2024-09-25T14:15:05Z
1576686029,"NASDAQ:MSTR, 4h",4H MSTR Skew 4,"JS 4H Skew (, 5, 70, -30): order sell @ 686 filled on MSTR. New strategy position is 0",2024-09-25T13:30:00Z
1562094958,"BATS:ANF, 4h",4H ANF Skew,"JS Skewed 4H Strategy (, 5, 70, -30): order sell @ 30 filled on ANF. New strategy position is 0",2024-09-25T08:13:51Z
1559438232,"BATS:SVIX, 15m",15M SVIX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 20059 filled on SVIX. New strategy position is 0",2024-09-24T18:30:20Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 372476 filled on JNUG. New strategy position is 0",2024-09-24T17:00:03Z
1575214508,"NASDAQ:SMMT, 30m",30M SMMT Equal,"JS Equal Level Strategy (, 14, 50, -50): order sell @ 1054 filled on SMMT. New strategy position is 0",2024-09-24T16:00:01Z
1562050720,"BATS:NVDL, 30m",30M NVDL Equal,"JS Equal Level Strategy (, 14, 50, -50): order sell @ 16162 filled on NVDL. New strategy position is 0",2024-09-24T14:30:00Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 372476 filled on JNUG. New strategy position is 372476",2024-09-24T14:00:16Z
1564324625,"BATS:WM, 4h",4HR WM Skew,"JS Skewed 4H Strategy (, 5, 70, -30): order sell @ 107 filled on WM. New strategy position is 0",2024-09-24T13:30:01Z
1577648623,"NASDAQ:TLT, 4h",4HR TLT 1 Equal,"JS 1D Equal (, 20, 50, -50): order buy @ 137 filled on TLT. New strategy position is 137",2024-09-24T13:30:00Z
1575214508,"NASDAQ:SMMT, 30m",30M SMMT Equal,"JS Equal Level Strategy (, 14, 50, -50): order buy @ 1054 filled on SMMT. New strategy position is 1054",2024-09-23T18:30:01Z
1562034698,"BATS:PANW, 2h",2HR PANW Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 5408 filled on PANW. New strategy position is 0",2024-09-23T17:30:10Z
1563014871,"BATS:BRK.B, 2h",2HR BRK.B Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 136 filled on BRK.B. New strategy position is 136",2024-09-23T15:30:38Z
1573343540,"NASDAQ:VKTX, 2h",2HR VKTX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 7388 filled on VKTX. New strategy position is 0",2024-09-23T15:30:06Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 362753 filled on JNUG. New strategy position is 0",2024-09-23T14:30:01Z
1562050720,"BATS:NVDL, 30m",30M NVDL Equal,"JS Equal Level Strategy (, 14, 50, -50): order buy @ 16162 filled on NVDL. New strategy position is 16162",2024-09-23T13:30:02Z
1562094958,"BATS:ANF, 4h",4H ANF Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 588 filled on ANF. New strategy position is 588",2024-09-20T23:49:18Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 362753 filled on JNUG. New strategy position is 362753",2024-09-20T19:15:14Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 362238 filled on JNUG. New strategy position is 0",2024-09-20T14:45:05Z
1573248552,"AMEX:JNUG, 15m",JNUG Alert for Henry,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 362238 filled on JNUG. New strategy position is 362238",2024-09-20T13:45:06Z
1573232682,"NYSE:CRM, 1D",1D CRM Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 697158 filled on CRM. New strategy position is 697158",2024-09-20T13:30:01Z
1562024390,"TSX_DLY:TD, 2h",2HR TD Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 5399 filled on TD. New strategy position is 5399",2024-09-19T19:45:00Z
1562034698,"BATS:PANW, 2h",2HR PANW Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 5408 filled on PANW. New strategy position is 5408",2024-09-19T17:30:25Z
1562036981,"BATS:MSFT, 2h",2HR MSFT Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 4574 filled on MSFT. New strategy position is 4574",2024-09-19T17:30:03Z
1559438232,"BATS:SVIX, 15m",15M SVIX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 20059 filled on SVIX. New strategy position is 20059",2024-09-19T16:45:02Z
1559235710,"BATS:FANG, 1D",1D FANG Equal,"JS Equal Level Strategy (, 14, 50, -50): order buy @ 12187 filled on FANG. New strategy position is 12187",2024-09-19T13:30:02Z
1561973772,"BATS:FAS, 1D",1D FAS Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 20542 filled on FAS. New strategy position is 20542",2024-09-19T13:30:00Z
1562050720,"BATS:NVDL, 30m",30M NVDL Equal,"JS Equal Level Strategy (, 14, 50, -50): order sell @ 16153 filled on NVDL. New strategy position is 0",2024-09-18T19:00:00Z
1559438232,"BATS:SVIX, 15m",15M SVIX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 20416 filled on SVIX. New strategy position is 0",2024-09-18T18:00:01Z
1562050720,"BATS:NVDL, 30m",30M NVDL Equal,"JS Equal Level Strategy (, 14, 50, -50): order buy @ 16153 filled on NVDL. New strategy position is 16153",2024-09-18T17:00:02Z
1561173569,"BATS:AAPL, 1h",1HR AAPL Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 5517 filled on AAPL. New strategy position is 0",2024-09-18T15:30:00Z
1562122079,"BATS:MU, 1h",1HR MU Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 1119 filled on MU. New strategy position is 1119",2024-09-18T14:30:01Z
1561948443,"BATS:UPRO, 1D",1D UPRO Equal,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 32079 filled on UPRO. New strategy position is 32079",2024-09-18T13:30:00Z
1559438232,"BATS:SVIX, 15m",15M SVIX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 20416 filled on SVIX. New strategy position is 20416",2024-09-17T19:30:05Z
1563014871,"BATS:BRK.B, 2h",2HR BRK.B Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 136 filled on BRK.B. New strategy position is 0",2024-09-17T17:30:06Z
1562227593,"BATS:WULF, 1h",1HR WULF Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 10315 filled on WULF. New strategy position is 10315",2024-09-17T15:30:12Z
1562050720,"BATS:NVDL, 30m",30M NVDL Equal,"JS Equal Level Strategy (, 14, 50, -50): order sell @ 15519 filled on NVDL. New strategy position is 0",2024-09-17T15:00:00Z
1559438232,"BATS:SVIX, 15m",15M SVIX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order sell @ 19970 filled on SVIX. New strategy position is 0",2024-09-16T17:30:04Z
1559438232,"BATS:SVIX, 15m",15M SVIX Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 19970 filled on SVIX. New strategy position is 19970",2024-09-16T13:45:13Z
1558538091,"BATS:PLTR, 2h",2HR PLTR Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 18382 filled on PLTR. New strategy position is 18382",2024-09-16T13:30:02Z
1562027170,"BATS:TQQQ, 1D",1D TQQQ Skew,"JS Skewed Level Strategy (, 14, 70, -30): order buy @ 23030 filled on TQQQ. New strategy position is 23030",2024-09-16T13:30:00Z
1775652149,"CBOE_DLY:VX1!, 1h",VX Volume near historical spike level crossing on hourly,"Saty Volume Stack Crossing 13,144.276 on VX1!, 1h",2025-02-03T15:00:55Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 96273.55 for 10.379514 filled on BTCUSD at 2025-02-03T14:45:00Z. New strategy position is 0",2025-02-03T14:45:00Z
1761910535,"BATS:WDAY, 1h",,"Edge Cap NQ Skew (, 30, 50, -35): order buy @ 259.00 for 15220 filled on WDAY at 2025-02-03T14:30:00Z. New strategy position is 15220",2025-02-03T14:30:14Z
1669362663,"BATS:MARA, 1h",1H MARA SkewWSLTP,"JS Skew with seperate Stop Loss & Take Profit (, 14, 70, -30, 5, 80): order sell @ 16.94 for 276553 filled on MARA at 2025-02-03T14:30:00Z. New strategy position is 0",2025-02-03T14:30:02Z
1559235710,"BATS:FANG, 1D",1D FANG nEqual L2024,"JS Equal Level Strategy (, 14, 50, -50): order buy @ 165.18 for 11977 filled on FANG at 2025-02-03T14:30:00Z. New strategy position is 11977",2025-02-03T14:30:01Z
1576686029,"BATS:MSTR, 4h",4H MSTR Skew 4,"JS 4H Skew (, 5, 70, -30): order buy @ 309.51 for 212 filled on MSTR at 2025-02-03T14:30:00Z. New strategy position is 212",2025-02-03T14:30:00Z
1586141906,"BATS:IWM, 1D",,"JS 4 Skew (, 5, 70, -30): order buy @ 221.51 for 26572 filled on IWM at 2025-02-03T14:30:00Z. New strategy position is 26572",2025-02-03T14:30:00Z
1666524196,"COINBASE:ETHUSD, 5m",,"Edge Cap NQ Skew (, 30, 70, -35): order buy @ 2571.69 for 293.789 filled on ETHUSD at 2025-02-03T13:50:00Z. New strategy position is 293.789",2025-02-03T13:50:00Z
1580039509,"CME_MINI_DL:NQ1!, 2h",,"JS 1D Equal (, 20, 50, -50): order buy @ 21233.50 for 8 filled on NQ1! at 2025-02-03T11:00:00Z. New strategy position is 8",2025-02-03T11:10:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 95832.89 for 10.379514 filled on BTCUSD at 2025-02-03T09:10:00Z. New strategy position is 10.379514",2025-02-03T09:10:00Z
1580335885,"CME_MINI_DL:NQ1!, 2h",,"Edge Cap NQ Skew (, 30, 50, -35): order buy @ 21206.25 for 7 filled on NQ1! at 2025-02-03T09:00:00Z. New strategy position is 7",2025-02-03T09:10:00Z
1666524196,"COINBASE:ETHUSD, 5m",,"Edge Cap NQ Skew (, 30, 70, -35): order sell @ 2577.25 for 305.7776 filled on ETHUSD at 2025-02-03T07:35:00Z. New strategy position is 0",2025-02-03T07:35:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 93931.00 for 10.589668 filled on BTCUSD at 2025-02-03T05:50:00Z. New strategy position is 0",2025-02-03T05:50:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 92836.77 for 10.589668 filled on BTCUSD at 2025-02-03T05:00:00Z. New strategy position is 10.589668",2025-02-03T05:00:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 94122.01 for 10.44559 filled on BTCUSD at 2025-02-03T03:10:00Z. New strategy position is 0",2025-02-03T03:10:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 96974.10 for 10.44559 filled on BTCUSD at 2025-02-03T00:35:00Z. New strategy position is 10.44559",2025-02-03T00:35:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 97978.27 for 10.338533 filled on BTCUSD at 2025-02-02T23:00:00Z. New strategy position is 0",2025-02-02T23:00:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 97674.68 for 10.338533 filled on BTCUSD at 2025-02-02T21:10:00Z. New strategy position is 10.338533",2025-02-02T21:10:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 98485.02 for 10.253467 filled on BTCUSD at 2025-02-02T20:10:00Z. New strategy position is 0",2025-02-02T20:10:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 99351.41 for 10.253467 filled on BTCUSD at 2025-02-02T15:55:00Z. New strategy position is 10.253467",2025-02-02T15:55:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 99249.53 for 10.263595 filled on BTCUSD at 2025-02-02T14:15:00Z. New strategy position is 0",2025-02-02T14:15:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 100045.04 for 10.263595 filled on BTCUSD at 2025-02-02T07:20:00Z. New strategy position is 10.263595",2025-02-02T07:20:02Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 99799.92 for 10.289142 filled on BTCUSD at 2025-02-02T05:30:00Z. New strategy position is 0",2025-02-02T05:30:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 100145.58 for 10.289142 filled on BTCUSD at 2025-02-02T03:10:00Z. New strategy position is 10.289142",2025-02-02T03:10:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 101124.19 for 10.18985 filled on BTCUSD at 2025-02-02T00:40:00Z. New strategy position is 0",2025-02-02T00:40:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 102108.04 for 10.18985 filled on BTCUSD at 2025-02-01T15:55:00Z. New strategy position is 10.18985",2025-02-01T15:55:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 101885.22 for 10.211915 filled on BTCUSD at 2025-02-01T15:15:00Z. New strategy position is 0",2025-02-01T15:15:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 102022.01 for 10.211915 filled on BTCUSD at 2025-02-01T14:10:00Z. New strategy position is 10.211915",2025-02-01T14:10:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 101625.00 for 10.251812 filled on BTCUSD at 2025-02-01T11:00:00Z. New strategy position is 0",2025-02-01T11:00:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order buy @ 102407.68 for 10.251812 filled on BTCUSD at 2025-02-01T03:15:00Z. New strategy position is 10.251812",2025-02-01T03:15:00Z
1666521571,"COINBASE:BTCUSD, 5m",,"JS Skew (, 14, 70, -30): order sell @ 102457.09 for 10.246865 filled on BTCUSD at 2025-01-31T22:45:00Z. New strategy position is 0",2025-01-31T22:45:00Z
1775652149,"CBOE_DLY:VX1!, 1h",VX Volume near historical spike level crossing on hourly,"Saty Volume Stack Crossing 13,144.276 on VX1!, 1h",2025-01-31T21:15:00Z
1768469733,"BATS:DE, 2h",2H DE 1Skew,"JS 1Skew (, 20, 70, -30): order buy @ 475.63 for 102927 filled on DE at 2025-01-31T20:30:00Z. New strategy position is 102927",2025-01-31T20:30:02Z
1775652149,"CBOE_DLY:VX1!, 1h",VX Volume near historical spike level crossing on hourly,"Saty Volume Stack Crossing 13,144.276 on VX1!, 1h",2025-01-31T20:15:00Z
1786949930,"BATS:COHR, 30m",,"JS 1Skew (, 20, 70, -30): order buy @ 91.30 for 47788 filled on COHR at 2025-01-31T20:00:00Z. New strategy position is 47788",2025-01-31T20:00:07Z
